Date,PFE,PFE_VOL,OXY,OXY_VOL,JPM,JPM_VOL,MCD,MCD_VOL
2010-03-16,9.376629829406738,56037175,51.98584747314453,5761322,29.602230072021484,28553800,44.314937591552734,5705600
2010-03-17,9.349468231201172,59708468,52.51598358154297,7288781,29.978759765625,32918800,44.52287673950195,4818800
2010-03-18,9.360331535339355,53653975,52.07417297363281,4751783,29.87605857849121,26012000,44.72407150268555,6206700
2010-03-19,9.186490058898926,119353801,52.11837005615234,7077939,29.746000289916992,37014400,44.62346267700195,10230100
2010-03-22,9.31687068939209,74916107,52.11207580566406,3924279,29.94453430175781,23257200,44.94542694091797,7386400
2010-03-23,9.528742790222168,77908623,52.58538818359375,7832170,30.51958656311035,33735700,45.17347717285156,8057700
2010-03-24,9.56676959991455,77922536,52.35190582275391,5380553,30.76604461669922,35849200,44.804569244384766,6363700
2010-03-25,9.447254180908203,50807754,51.44308090209961,7057689,30.76604461669922,45019400,44.87164306640625,5705600
2010-03-26,9.311441421508787,57108144,51.58193588256836,8429000,30.820823669433597,39727000,45.113094329833984,5984100
2010-03-29,9.387495994567873,51374595,53.102935791015625,8497054,30.711286544799805,30628400,44.98566818237305,6522600
2010-03-30,9.376629829406738,44091982,53.18498229980469,5316361,30.51958656311035,30296300,45.09968566894531,5093500
2010-03-31,9.31687068939209,62218779,53.35538482666016,5715291,30.635988235473636,39043000,44.75090408325195,5765600
2010-04-01,9.27884578704834,72849107,54.65549850463867,5674271,30.9649658203125,23894600,45.32774353027344,5474200
2010-04-05,9.18105697631836,72462711,55.7978401184082,4804598,31.074617385864254,21342400,45.62955474853516,4875200
2010-04-06,9.213652610778809,81797462,55.84834289550781,4484368,31.41730499267578,28192100,45.48200225830078,3318300
2010-04-07,9.273409843444824,89101893,54.46616744995117,8814153,31.06089401245117,28890100,45.40822982788086,6623700
2010-04-08,9.311441421508787,55647722,54.64288711547852,5892107,31.36246109008789,28869900,46.11919784545898,7141000
2010-04-09,9.371197700500488,46376632,54.630252838134766,4725376,31.51323890686035,22881200,46.06553649902344,5622100
2010-04-12,9.39292812347412,51902754,54.77542495727539,5168667,31.62290382385254,24645900,45.96492767333984,4025000
2010-04-13,9.333168029785156,69737067,54.08116912841797,4652311,31.43785858154297,27988900,46.22650909423828,5652600
2010-04-14,9.273409843444824,101067744,54.37780380249024,5141633,32.712646484375,72533100,46.56187057495117,6193000
2010-04-15,9.229949951171877,62821562,54.57347106933594,5035481,32.76747131347656,45412100,46.38747787475586,4767200
2010-04-16,9.126731872558594,79595867,53.68357849121094,7133781,31.21853446960449,121203900,46.30028533935547,7876100
2010-04-19,9.121296882629396,69487163,53.45006561279297,4885699,31.108871459960938,72136600,46.89723205566406,7157900
2010-04-20,9.105002403259276,59565545,54.6491813659668,5043831,31.444721221923828,39310700,47.178932189941406,7340300
2010-04-21,9.018078804016112,72271199,54.20108795166016,4495328,31.08146476745605,46320600,47.192359924316406,10738100
2010-04-22,8.952890396118164,73482877,53.83503723144531,4756167,30.663402557373047,63176900,47.64176177978516,7139600
2010-04-23,9.186490058898926,103613470,55.21089172363281,4830170,30.80047035217285,32483800,47.72223663330078,5923700
2010-04-26,9.137595176696776,87980858,55.16671752929688,4043269,30.0808162689209,42889300,47.635032653808594,6035600
2010-04-27,8.942023277282715,96488746,53.235469818115234,5735227,29.06647682189941,66296100,47.30637741088867,8154400
2010-04-28,8.980051040649414,63932478,53.58259201049805,5132656,29.78611183166504,48578900,47.178932189941406,7589400
2010-04-29,9.159324645996094,71149743,54.43460464477539,5680012,30.156225204467773,36520300,47.97039794921875,7357400
2010-04-30,9.083271026611328,53829045,55.95562744140625,10390670,29.183006286621094,54121100,47.34661865234375,6966600
2010-05-03,9.186490058898926,75855431,56.79501724243164,6950181,29.83409881591797,31230900,47.9033317565918,5990600
2010-05-04,9.376629829406738,127430181,54.61764907836914,6012871,29.10761070251465,48982200,47.38016128540039,7240200
2010-05-05,9.43152904510498,104662200,52.30772399902344,9211727,29.217260360717773,43062100,47.39360809326172,9577700
2010-05-06,9.18997573852539,125669474,50.75514602661133,12066972,27.96989250183105,78226200,46.56187057495117,16489600
2010-05-07,9.036258697509766,112673338,50.87506866455078,12910655,27.93561553955078,72976300,45.61612319946289,15280700
2010-05-10,9.332714080810549,86003238,53.11556625366211,8535883,28.751218795776367,66578300,47.33991241455078,10903300
2010-05-11,9.3381986618042,56871205,52.40238571166992,5616133,28.47706794738769,50771200,47.27285385131836,6709900
2010-05-12,9.277812004089355,56409764,53.487918853759766,5150922,28.57301521301269,47700000,47.40027618408203,5655500
2010-05-13,9.091156959533691,71447182,52.64851760864258,4875992,27.96989250183105,35320800,47.286277770996094,5734000
2010-05-14,8.893523216247559,66057658,51.72707748413086,5704227,27.339359283447266,60719400,46.6758918762207,9111400
2010-05-17,8.844114303588867,104156385,50.82455825805664,7276986,27.305082321166992,56506200,47.04479217529297,7467000
2010-05-18,8.679423332214355,77422519,51.077030181884766,8227656,26.74308013916016,61735000,46.96430206298828,6897800
2010-05-19,8.684914588928223,86483019,50.199745178222656,8239555,26.98981094360352,64600500,46.54846954345703,7814300
2010-05-20,8.361008644104004,118531575,49.01323318481445,11224646,25.927488327026367,76564100,45.381385803222656,13571000
2010-05-21,8.454339981079102,107967228,50.117706298828125,9469226,27.449005126953125,89588800,45.515533447265625,12614800
2010-05-24,8.355520248413086,56998001,49.16468811035156,5909538,26.468936920166016,49141600,45.381385803222656,6733300
2010-05-25,8.267683029174805,108521105,49.82109069824219,7879244,26.688247680664062,66813700,45.50211334228516,9257900
2010-05-26,8.295133590698242,97223173,49.3414306640625,6853005,26.57859230041504,50719600,44.274681091308594,11525200
2010-05-27,8.43786907196045,70586907,52.02369689941406,6592688,27.702600479125977,44843000,45.451568603515625,9728000
2010-05-28,8.361008644104004,64693677,52.07417297363281,6950703,27.126876831054688,41252400,45.22837829589844,7164800
2010-06-01,8.229254722595215,59953206,50.53424072265625,9831416,26.414112091064453,37848600,44.8834114074707,5367700
2010-06-02,8.344542503356934,52215371,51.65764999389648,7543880,27.10633087158203,39618500,45.83708190917969,5750400
2010-06-03,8.361008644104004,36096760,52.33294677734375,7397438,26.79791641235352,30950400,45.89119338989258,4402500
2010-06-04,8.102987289428711,82146968,49.4929084777832,8711133,25.783565521240234,52868900,45.113372802734375,7558000
2010-06-07,7.971233367919922,72500233,49.69486618041992,6097730,25.166736602783203,44528300,45.14720153808594,9808400
2010-06-08,7.987704753875732,66651482,50.7920036315918,5125872,25.893234252929688,51017900,46.24968338012695,13565800
2010-06-09,7.971233367919922,91258798,50.71589660644531,5995962,25.44088363647461,42586000,46.16851806640625,8921800
2010-06-10,8.185332298278809,63426558,52.94825744628906,5614149,26.242765426635746,44302600,46.919281005859375,6743600
2010-06-11,8.487277030944824,79704745,53.91219329833984,5943043,26.105688095092773,31147600,47.03424835205078,5367100
2010-06-14,8.415907859802246,54028778,53.72192001342773,6765641,25.58480834960937,48662200,46.87194061279297,4525300
2010-06-15,8.520216941833496,53201915,55.00934219360352,5179522,26.21534538269043,45355600,47.615909576416016,6419900
2010-06-16,8.498257637023926,39971580,55.22495651245117,4087421,26.40040779113769,37217100,47.54151916503906,4548500
2010-06-17,8.492764472961426,52403088,54.9332275390625,4324462,26.3455753326416,34755100,47.37919998168945,7014900
2010-06-18,8.350028038024902,73595339,55.16154098510742,5035272,26.852746963500977,37270800,47.26422119140625,8817900
2010-06-21,8.289641380310059,48184453,54.4132194519043,6672432,26.64027976989746,33665100,47.291259765625,5203100
2010-06-22,8.218276023864746,46211471,53.05605316162109,5439004,26.270177841186523,42245700,46.42552947998047,5487700
2010-06-23,8.168866157531738,50930123,53.151153564453125,4360159,26.65398406982422,45046000,46.41876602172852,5443200
2010-06-24,7.938295364379883,90713669,51.66083908081055,5420425,26.064565658569336,73843400,45.81003189086914,5942800
2010-06-25,8.03711223602295,61800236,51.832061767578125,9883291,27.03093719482422,70734200,45.60036849975586,8041700
2010-06-28,7.982210636138916,47024737,51.31203079223633,3847248,26.414112091064453,39962900,45.53948974609375,4427700
2010-06-29,7.839477062225342,68386787,49.79632568359375,6227680,25.39975357055664,56694200,44.9510498046875,8715200
2010-06-30,7.828498363494873,53420304,48.92748641967773,6066834,25.091352462768555,35332500,44.55200958251953,7204900
2010-07-01,7.812027931213379,71540882,48.67381286621094,6779210,24.76191711425781,56642900,45.120147705078125,10924400
2010-07-02,7.762620449066162,42953557,48.43282699584961,3784309,24.590333938598636,36796000,44.7346305847168,5280600
2010-07-06,7.844966411590576,75837408,48.83235549926758,5170232,24.933494567871094,35953600,44.714317321777344,5940700
2010-07-07,8.026130676269531,57185719,50.46856689453125,5812884,26.182573318481445,44602900,45.52597427368164,6623200
2010-07-08,8.13592529296875,63019503,51.31203079223633,4626530,26.189435958862305,41498200,46.68254470825195,7871200
2010-07-09,8.108478546142578,34381902,51.43886566162109,4110384,26.662988662719727,30422300,46.817813873291016,4513000
2010-07-12,8.196314811706543,40434707,51.31203079223633,2748676,26.89633560180664,24998900,47.30480194091797,5420800
2010-07-13,8.119458198547363,52752173,52.19355773925781,3789841,27.781652450561523,48564800,47.91352462768555,6072100
2010-07-14,8.146904945373535,48047222,52.04768371582031,2815060,27.69245338439941,37320600,47.954097747802734,4476100
2010-07-15,8.163375854492188,45976956,52.066707611083984,3831800,27.7679386138916,81876200,48.24493408203125,5470100
2010-07-16,7.993193626403809,50368025,50.341739654541016,5704958,26.76593017578125,58507400,47.30480194091797,5981000
2010-07-19,8.086519241333008,34474021,50.430511474609375,3136020,26.793384552001957,35404900,47.28450775146485,5072700
2010-07-20,7.987704753875732,49684506,51.33738708496094,3634423,27.19831085205078,43538200,47.93379592895508,5474300
2010-07-21,7.96025276184082,44571974,50.7666244506836,4756689,26.36786651611328,41115600,47.4197883605957,5734400
2010-07-22,8.130439758300781,47225313,52.07939910888672,4374041,27.00613021850586,35494400,48.29229736328125,6717900
2010-07-23,8.004173278808594,56075435,52.09205627441406,4590624,27.3355655670166,28241000,47.27774810791016,12238900
2010-07-26,8.245723724365234,58491941,52.58673477172852,4203071,27.67873191833496,27209400,47.93379592895508,5525400
2010-07-27,8.38297176361084,63936483,50.696876525878906,6075915,27.92577743530273,44872200,47.615909576416016,6214900
2010-07-28,8.234745979309082,42533221,50.02464294433594,4519648,27.671852111816406,23945400,47.1898078918457,6708400
2010-07-29,8.284153938293457,61682083,49.269962310791016,6239475,27.596364974975582,28994300,46.9260368347168,5131700
2010-07-30,8.234745979309082,46412890,49.422142028808594,3875117,27.6444034576416,26406500,47.16276931762695,5990300
2010-08-02,8.498257637023926,57746657,50.85540390014648,4964713,28.57776260375977,35566700,47.51448822021485,5873100
2010-08-03,8.970381736755371,167802492,49.89145660400391,5761530,28.19345474243164,29967900,47.649749755859375,4946000
2010-08-04,9.125808715820312,77121707,49.967529296875,5070865,28.33756446838379,23078100,47.81208419799805,4567100
2010-08-05,8.987034797668457,77704147,49.212852478027344,5790756,28.323848724365234,19830500,47.649749755859375,5441500
2010-08-06,9.01479148864746,54416966,48.40746307373047,6631621,27.75420379638672,34906600,48.522254943847656,6775300
2010-08-09,9.11470890045166,50676952,48.80063247680664,4754497,27.32870101928711,37790900,49.320343017578125,8921200
2010-08-10,9.197972297668455,60703338,49.3460578918457,6539351,26.88259696960449,34166500,49.2662467956543,5689700
2010-08-11,8.88156509399414,56609181,48.41380310058594,6442280,25.921781539916992,46201600,48.407264709472656,5478000
2010-08-12,8.992587089538574,51069673,48.48989486694336,4151926,25.949228286743164,35387300,48.73868942260742,5641400
2010-08-13,8.92597484588623,34156240,47.811309814453125,3651436,25.736467361450195,24564100,48.62370681762695,5937300
2010-08-16,8.89821720123291,38242071,48.134761810302734,4917952,25.86686897277832,28334100,48.55607604980469,4935700
2010-08-17,9.031441688537598,53190953,48.72454452514648,3913319,25.722753524780277,33883800,49.52325820922852,7392900
2010-08-18,8.937074661254883,52097217,47.95718002319336,4847810,26.004125595092773,27041700,49.5435676574707,6030800
2010-08-19,8.89821720123291,56138359,47.811309814453125,4881211,25.44136428833008,35384700,49.35417938232422,6950500
2010-08-20,8.837157249450684,51745392,47.60202407836914,5715709,25.489398956298828,30862000,49.428592681884766,5566300
2010-08-23,8.937074661254883,62161126,47.92546463012695,5146643,25.310962677001957,29282800,49.60442352294922,5404300
2010-08-24,8.781648635864258,53044763,46.942474365234375,5045501,24.851137161254883,48709200,49.18508529663086,5846200
2010-08-25,8.876016616821289,52033556,46.23219299316406,6634648,24.8648624420166,36058000,49.50297164916992,6704600
2010-08-26,8.826055526733398,44662091,45.80727767944336,4910228,24.45308303833008,31873200,49.48268127441406,5215600
2010-08-27,8.931524276733398,40326989,47.830345153808594,6032599,25.118793487548828,38448800,50.04408264160156,6592900
2010-08-30,8.803853988647461,37586167,46.796634674072266,4117064,24.604066848754883,27306500,49.56706237792969,4192900
2010-08-31,8.831605911254883,47145315,46.34635925292969,4573819,24.95409202575684,34784400,49.78512191772461,5598100
2010-09-01,9.03699016571045,47862562,48.74357986450195,5527203,25.90118408203125,36770500,50.79363250732422,6746800
2010-09-02,9.103605270385742,38177145,49.36507797241211,3442577,26.189435958862305,31282900,51.1207275390625,5885200
2010-09-03,9.136910438537598,34781789,49.66949081420898,3235909,26.88259696960449,34135600,51.16841506958008,7328100
2010-09-07,9.06474781036377,42043322,48.48356628417969,4007989,26.271791458129883,31885500,51.65224838256836,7188700
2010-09-08,9.19242000579834,58522191,49.21650695800781,3689743,26.84828186035156,30781000,51.84304428100586,6808700
2010-09-09,9.308989524841309,55017219,49.4395866394043,3319829,27.520872116088867,33438800,50.67780303955078,14615200
2010-09-10,9.431111335754396,44291715,49.841121673583984,3542988,27.28753089904785,21928600,51.11392211914063,7483900
2010-09-13,9.42000961303711,50411555,50.10242462158203,3367425,28.22090148925781,41643200,50.81407928466797,7851500
2010-09-14,9.481071472167969,53768440,49.94948959350586,2588665,27.946386337280277,42754100,50.38478469848633,6543500
2010-09-15,9.586540222167969,58196610,49.802879333496094,2766420,28.124814987182617,25399500,50.90948867797852,4549400
2010-09-16,9.53103256225586,40812356,48.72574615478516,5371785,28.131669998168945,25207500,50.97080612182617,5073300
2010-09-17,9.469972610473633,56217936,48.5663948059082,7425411,27.493412017822266,45938300,50.64371871948242,7933500
2010-09-20,9.592090606689451,33106562,49.22288131713867,3516058,28.268939971923828,33337500,51.18206787109375,4211200
2010-09-21,9.514378547668455,46251206,49.025299072265625,3664170,27.857152938842773,33548900,51.45461654663086,5297300
2010-09-22,9.558785438537598,54848368,48.40070343017578,4221128,27.411056518554688,34546000,51.195682525634766,5141600
2010-09-23,9.458868980407717,39959880,47.52752685546875,5663102,26.834566116333008,33471100,50.86177444458008,5921600
2010-09-24,9.658703804016112,35529497,48.63014221191406,6644146,27.280662536621094,28855100,51.17525100708008,5843400
2010-09-27,9.53103256225586,29433055,47.68049621582031,6947467,26.82083511352539,25684900,50.94356155395508,5957400
2010-09-28,9.675354957580566,45909816,48.12665557861328,5380970,26.73162269592285,31442600,50.85496139526367,7047500
2010-09-29,9.658703804016112,44578192,48.84046936035156,5992726,26.36101531982422,40207000,50.7323112487793,4668100
2010-09-30,9.53103256225586,41796686,49.90485000610352,7745746,26.12080764770508,54885200,50.77318954467773,7237700
2010-10-01,9.536581039428713,37438923,51.4791145324707,9188868,26.63554000854492,38973800,51.052581787109375,7192400
2010-10-04,9.381155967712402,42861753,51.36440658569336,4638951,26.76610374450684,38886100,51.073020935058594,3900300
2010-10-05,9.564334869384766,47107476,52.556243896484375,6215364,27.24024772644043,42379500,51.665863037109375,5680000
2010-10-06,9.580984115600586,37615468,52.85580825805664,4108505,27.41893768310547,31559900,51.48869323730469,4732700
2010-10-07,9.647603034973145,40638340,52.51164627075195,3917703,27.157793045043945,26923900,51.693138122558594,4477200
2010-10-08,9.692010879516602,29542461,53.01513671875,2906912,27.01348304748535,28178500,51.85667037963867,4118200
2010-10-11,9.647603034973145,23553316,53.35932922363281,2688450,27.30211067199707,24601000,51.5091667175293,3653400
2010-10-12,9.70311164855957,48353304,53.047000885009766,4546264,27.76253700256348,38798100,51.5023193359375,4703500
2010-10-13,9.84188175201416,51835404,53.722599029541016,4334378,27.37769889831543,69607700,51.618160247802734,4370700
2010-10-14,9.80302906036377,37103962,54.11778259277344,4340745,26.60804748535156,76504900,52.49722671508789,6616400
2010-10-15,9.852987289428713,41940557,54.13690185546875,3797460,25.52915382385254,142280400,52.79703140258789,6259200
2010-10-18,9.880743980407717,45003587,54.461944580078125,3732433,26.250707626342773,55058700,52.6880111694336,5375200
2010-10-19,9.653153419494627,51294596,51.75318908691406,9892998,25.900239944458008,70595100,52.46314239501953,5226000
2010-10-20,9.80302906036377,44846014,51.60660552978516,7603062,26.18198013305664,43497200,52.74933242797852,6420300
2010-10-21,9.786376953125,80476273,50.2235107421875,9119561,25.90710830688477,38250300,53.451210021972656,7697000
2010-10-22,9.714211463928224,86454772,50.72066116333008,4508897,25.90710830688477,24876900,53.526161193847656,4224000
2010-10-25,9.780826568603516,70927138,51.02660751342773,4557015,25.47418594360352,37893500,53.62837219238281,4103000
2010-10-26,9.708661079406738,37335737,50.37651443481445,6850291,25.56351089477539,39188100,53.66925430297852,4030200
2010-10-27,9.592090606689451,47944984,50.61231994628906,6950181,25.797168731689453,30777500,52.79703140258789,8459200
2010-10-28,9.753069877624512,35846435,50.26816940307617,3417317,25.776540756225582,30614600,52.79703140258789,5346300
2010-10-29,9.669807434082031,42398836,50.11519241333008,3558540,25.85900115966797,19803300,52.99465560913086,4335000
2010-11-01,9.780826568603516,44173456,50.880001068115234,4735083,25.714698791503903,36941900,53.06961441040039,4957800
2010-11-02,9.6864595413208,73684191,51.95075988769531,4781844,25.39858627319336,39913100,53.4239501953125,3701400
2010-11-03,9.764171600341797,53214774,52.084617614746094,5072222,25.920846939086918,35299600,53.49207305908203,4060500
2010-11-04,9.747347831726074,61236135,53.85009765625,6638197,27.350215911865234,77569400,53.9554557800293,5607000
2010-11-05,9.635174751281738,60584552,53.684349060058594,3830026,28.13361549377441,75684800,54.0372428894043,5243200
2010-11-08,9.562271118164062,39832136,53.70986557006836,2891673,27.83811378479004,32967000,54.04405212402344,4865700
2010-11-09,9.528618812561035,49052949,53.54414367675781,3581608,27.41893768310547,32800100,53.90095520019531,4534300
2010-11-10,9.438886642456056,56851917,53.92018508911133,3850693,27.9137020111084,35587900,54.173526763916016,4009900
2010-11-11,9.5230131149292,46638657,55.94060516357422,9084699,27.50139617919922,25499700,54.30980682373047,4438900
2010-11-12,9.450106620788574,43016375,55.74301528930664,6132592,27.21965217590332,33504800,53.73057174682617,4946900
2010-11-15,9.394018173217772,38413241,55.92787551879883,4254007,27.542631149291992,28772500,53.88050842285156,3741600
2010-11-16,9.309896469116213,45513301,54.283477783203125,6114744,27.21965217590332,46023000,52.756141662597656,6751400
2010-11-17,9.242591857910156,39887681,54.58940124511719,3457085,26.924148559570312,32027500,53.40352630615234,5272800
2010-11-18,9.438886642456056,30895797,55.65379333496094,4056838,27.25400924682617,30987600,53.8464241027832,11083200
2010-11-19,9.422062873840332,34485510,56.20829391479492,4375085,27.08220863342285,26542000,54.26891326904297,10866000
2010-11-22,9.3267183303833,34328569,56.38675308227539,3942232,26.46373176574707,33249500,54.18714141845703,10939500
2010-11-23,9.293070793151855,41797108,56.13818359375,4992686,25.85900115966797,35340400,53.83961486816406,5460400
2010-11-24,9.360369682312012,24701544,56.686309814453125,3613965,26.22321891784668,24248300,54.15989685058594,4465100
2010-11-26,9.248201370239258,17370025,55.86414337158203,1452308,25.76966857910156,12819100,53.51935577392578,2576700
2010-11-29,9.287458419799805,41191269,56.7117919921875,3638389,26.051424026489254,30911400,53.745975494384766,4977600
2010-11-30,9.141642570495604,46149706,56.19553756713867,4800736,25.70094871520996,33716700,53.77344131469727,5558300
2010-12-01,9.365978240966797,47275589,57.52124786376953,4616927,26.21635055541992,33157200,54.45333862304688,5323300
2010-12-02,9.360369682312012,35408919,57.83354187011719,6069444,27.01348304748535,41526000,54.51514434814453,4994400
2010-12-03,9.377195358276367,43788219,58.47089385986328,3393519,27.21965217590332,30070200,54.77613067626953,3611200
2010-12-06,9.42767333984375,56194537,59.30583190917969,3705504,27.41893768310547,25364500,54.65250396728516,3113700
2010-12-07,9.405234336853027,65821878,59.09552764892578,5263754,26.97225952148437,40908200,55.174434661865234,7729000
2010-12-08,9.377195358276367,45157681,58.16754150390625,5023999,27.66630744934082,38115900,54.07562255859375,9359700
2010-12-09,9.399628639221191,33414962,58.28271865844727,3406462,28.04427719116211,43001900,53.299583435058594,10593300
2010-12-10,9.545442581176758,45247798,59.54349899291992,4901982,28.470338821411133,28449000,53.26523208618164,5321100
2010-12-13,9.640788078308104,49822475,60.0810661315918,6334041,28.52530860900879,35730400,52.95618438720703,6926500
2010-12-14,9.59592056274414,55037456,60.221866607666016,2703689,28.030527114868164,34010800,52.95618438720703,6040400
2010-12-15,9.579096794128418,40819101,60.66985702514648,4106209,27.631956100463867,30264000,52.86692428588867,6125800
2010-12-16,9.657612800598145,37704215,60.695457458496094,3731389,27.494518280029297,37123200,52.68150329589844,6483700
2010-12-17,9.551051139831545,54946601,60.92586517333984,5065228,27.26087760925293,52004800,52.75017547607422,8998800
2010-12-20,9.62957000732422,41833049,61.0986442565918,2293381,27.453296661376957,22978200,52.82571029663086,4759200
2010-12-21,9.747347831726074,53286235,61.84101486206055,3093225,28.17483711242676,30757800,52.78450393676758,4286100
2010-12-22,9.848296165466309,37572465,62.56417465209961,3021101,28.97199058532715,47280400,52.88753509521485,3518100
2010-12-23,9.87633991241455,22874224,62.35939407348633,1987242,28.91701316833496,18927900,52.85316848754883,2862600
2010-12-27,9.809037208557127,20816816,61.99459457397461,2104980,29.322444915771484,17203200,52.48919677734375,2612600
2010-12-28,9.865121841430664,31563084,62.52579879760742,2489298,29.281219482421875,20386600,52.48919677734375,2962900
2010-12-29,9.87073040008545,25014582,63.3769416809082,2497335,29.10941505432129,13637400,52.87379837036133,3583900
2010-12-30,9.809037208557127,31459265,62.46818923950195,3364816,29.02008056640625,12901900,52.71583557128906,2565000
2010-12-31,9.820255279541016,25123776,62.78178787231445,2634904,29.15065574645996,12199700,52.71583557128906,2485100
