Date,AAPL,AAPL_VOL
2010-08-02,7.906495094299316,428055600
2010-08-03,7.908905982971191,417653600
2010-08-04,7.940611362457275,420375200
2010-08-05,7.901963233947754,289097200
2010-08-06,7.85335111618042,444897600
2010-08-09,7.903475761413574,303128000
2010-08-10,7.832820415496826,451920000
2010-08-11,7.554420471191406,620054400
2010-08-12,7.602733135223389,534920400
2010-08-13,7.521508693695068,354869200
2010-08-16,7.477423191070557,318430000
2010-08-17,7.608166694641113,422640400
2010-08-18,7.641384601593018,339696000
2010-08-19,7.545060157775879,426706000
2010-08-20,7.537817478179932,384230000
2010-08-23,7.421867847442627,414041600
2010-08-24,7.244623184204102,602565600
2010-08-25,7.33400297164917,596867600
2010-08-26,7.255191802978516,466505200
2010-08-27,7.295652866363525,548391200
2010-08-30,7.32222318649292,383289200
2010-08-31,7.340341091156006,420786800
2010-09-01,7.558649063110352,697037600
2010-09-02,7.6142072677612305,415427600
2010-09-03,7.813495635986328,520788800
2010-09-07,7.784503936767578,342557600
2010-09-08,7.938802242279053,526551200
2010-09-09,7.943328380584717,438575200
2010-09-10,7.953596115112305,387542400
2010-09-13,8.063203811645508,388780000
2010-09-14,8.094002723693848,408150400
2010-09-15,8.159224510192871,429368800
2010-09-16,8.350963592529297,652103200
2010-09-17,8.31472396850586,634477200
2010-09-20,8.552056312561035,658677600
2010-09-21,8.568359375,668074400
2010-09-22,8.688538551330566,585289600
2010-09-23,8.723861694335938,786116800
2010-09-24,8.82652473449707,649488000
2010-09-27,8.791500091552734,482834800
2010-09-28,8.661664009094238,1035042400
2010-09-29,8.677063941955566,469644000
2010-09-30,8.56775951385498,673391600
2010-10-01,8.530617713928223,448142800
2010-10-04,8.413464546203613,435302000
2010-10-05,8.724470138549805,501967200
2010-10-06,8.732016563415527,670868800
2010-10-07,8.73292350769043,408399600
2010-10-08,8.879366874694824,658403200
2010-10-11,8.918317794799805,427753200
2010-10-12,9.014336585998535,558544000
2010-10-13,9.062651634216309,630092400
2010-10-14,9.128171920776367,435296400
2010-10-15,9.503494262695312,922194000
2010-10-18,9.601927757263184,1093010800
2010-10-19,9.344970703125,1232784000
2010-10-20,9.376371383666992,721624400
2010-10-21,9.345876693725586,551460000
2010-10-22,9.283974647521973,372778000
2010-10-25,9.325345039367676,392462000
2010-10-26,9.301487922668455,392929600
2010-10-27,9.294844627380373,399002800
2010-10-28,9.21664047241211,551051200
2010-10-29,9.0880126953125,430511200
2010-11-01,9.184635162353516,423889200
2010-11-02,9.341044425964355,433930000
2010-11-03,9.44491481781006,508348400
2010-11-04,9.61008071899414,642488000
2010-11-05,9.575657844543455,361253200
2010-11-08,9.620648384094238,281758400
2010-11-09,9.543954849243164,383544000
2010-11-10,9.602834701538086,384227200
2010-11-11,9.561163902282717,361284000
2010-11-12,9.300884246826172,795846800
2010-11-15,9.270989418029783,403606000
2010-11-16,9.106430053710938,657650000
2010-11-17,9.073518753051758,479449600
2010-11-18,9.312963485717772,494491200
2010-11-19,9.261632919311523,384843200
2010-11-22,9.461824417114258,393075200
2010-11-23,9.322022438049316,519447600
2010-11-24,9.505305290222168,413725200
2010-11-26,9.511343002319336,237585600
2010-11-29,9.567809104919434,445785200
2010-11-30,9.395095825195312,501858000
2010-12-01,9.553616523742676,461750800
2010-12-02,9.606457710266112,462837200
2010-12-03,9.585018157958984,342092800
2010-12-06,9.666845321655272,448481600
2010-12-07,9.608267784118652,391454000
2010-12-08,9.692813873291016,321935600
2010-12-09,9.655071258544922,294151200
2010-12-10,9.679227828979492,262511200
2010-12-13,9.712739944458008,439815600
2010-12-14,9.671075820922852,351008000
2010-12-15,9.673187255859377,417312000
2010-12-16,9.700058937072754,322030800
2010-12-17,9.68073272705078,386929200
2010-12-20,9.729046821594238,385610400
2010-12-21,9.78913402557373,256354000
2010-12-22,9.818120956420898,265921600
2010-12-23,9.77101707458496,223157200
2010-12-27,9.803630828857422,249816000
2010-12-28,9.82748317718506,175924000
2010-12-29,9.82204818725586,163139200
2010-12-30,9.77283000946045,157494400
2010-12-31,9.739618301391602,193508000
2011-01-03,9.951278686523438,445138400
2011-01-04,10.003217697143556,309080800
2011-01-05,10.085040092468262,255519600
2011-01-06,10.07689094543457,300428800
2011-01-07,10.149055480957031,311931200
2011-01-10,10.340189933776855,448560000
2011-01-11,10.315731048583984,444108000
2011-01-12,10.399669647216797,302590400
2011-01-13,10.43771743774414,296780400
2011-01-14,10.52226448059082,308840000
2011-01-18,10.285836219787598,1880998000
2011-01-19,10.23118782043457,1135612800
2011-01-20,10.045186042785645,764789200
2011-01-21,9.865224838256836,754401200
2011-01-24,10.189215660095217,574683200
2011-01-25,10.30848217010498,546868000
2011-01-26,10.38245964050293,506875600
2011-01-27,10.363134384155272,285026000
2011-01-28,10.148449897766112,592057200
2011-01-31,10.24567699432373,377246800
2011-02-01,10.418092727661133,426633200
2011-02-02,10.396649360656738,258955200
2011-02-03,10.37007999420166,393797600
2011-02-04,10.462479591369627,321840400
2011-02-07,10.624926567077637,485021600
2011-02-08,10.72517204284668,381040800
2011-02-09,10.814546585083008,482745200
2011-02-10,10.705245018005373,928550000
2011-02-11,10.77499294281006,367572800
2011-02-14,10.84535026550293,310416400
2011-02-15,10.867087364196776,284174800
2011-02-16,10.964613914489746,481157600
2011-02-17,10.81877613067627,530583200
2011-02-18,10.58507251739502,816057200
2011-02-22,10.224237442016602,872555600
2011-02-23,10.345322608947754,671854400
2011-02-24,10.353172302246094,499900800
2011-02-25,10.512601852416992,380018800
2011-02-28,10.665084838867188,403074000
2011-03-01,10.547322273254396,456136800
2011-03-02,10.632172584533691,602590800
2011-03-03,10.856821060180664,500788400
2011-03-04,10.870107650756836,453266800
2011-03-07,10.730003356933594,546123200
2011-03-08,10.742079734802246,356316800
2011-03-09,10.642740249633787,453306000
2011-03-10,10.467610359191896,507539200
2011-03-11,10.62824535369873,471080400
2011-03-14,10.675651550292969,435957200
2011-03-15,10.430168151855469,721081200
2011-03-16,9.96456527709961,1162011200
2011-03-17,10.1043701171875,659422400
2011-03-18,9.98449420928955,753214000
2011-03-21,10.245077133178713,409402000
2011-03-22,10.302447319030762,325922800
2011-03-23,10.241754531860352,372996400
2011-03-24,10.416282653808594,404712000
2011-03-25,10.61465835571289,448910000
2011-03-28,10.581442832946776,309355200
2011-03-29,10.597146034240724,352900800
2011-03-30,10.526793479919434,329406000
2011-03-31,10.52316951751709,274019200
2011-04-01,10.403898239135742,418661600
2011-04-04,10.302143096923828,460084800
2011-04-05,10.232699394226074,482731200
2011-04-06,10.207027435302734,402539200
2011-04-07,10.208239555358888,373447200
2011-04-08,10.117050170898438,377535200
2011-04-11,9.988421440124512,398946800
2011-04-12,10.036733627319336,425639200
2011-04-13,10.149358749389648,346220000
2011-04-14,10.037339210510254,301800800
2011-04-15,9.887568473815918,453605600
2011-04-18,10.020122528076172,609898800
2011-04-19,10.201592445373535,419378400
2011-04-20,10.338982582092283,700666400
2011-04-21,10.5892972946167,753810400
2011-04-25,10.659045219421388,266546000
2011-04-26,10.58084201812744,338800000
2011-04-27,10.572689056396484,356213200
2011-04-28,10.470026969909668,360959200
2011-04-29,10.572088241577148,1006345200
2011-05-02,10.45583438873291,442713600
2011-05-03,10.51381015777588,313348000
2011-05-04,10.555176734924316,389250400
2011-05-05,10.470026969909668,335969200
2011-05-06,10.467308044433594,280134400
2011-05-09,10.49569320678711,204747200
2011-05-10,10.551551818847656,282091600
2011-05-11,10.48451805114746,336000000
2011-05-12,10.46458911895752,322000000
2011-05-13,10.281310081481934,326116000
2011-05-16,10.0639066696167,449775200
2011-05-17,10.149659156799316,452334400
2011-05-18,10.262289047241213,334776400
2011-05-19,10.28221607208252,261170000
2011-05-20,10.121882438659668,337968400
2011-05-23,10.097122192382812,383600000
2011-05-24,10.030389785766602,321927200
2011-05-25,10.168983459472656,294224000
2011-05-26,10.115236282348633,222560800
2011-05-27,10.18800449371338,203599200
2011-05-31,10.502635955810549,417754400
2011-06-01,10.43258571624756,554682800
2011-06-02,10.450399398803713,338783200
2011-06-03,10.37007999420166,313250000
2011-06-06,10.207027435302734,461941200
2011-06-07,10.025861740112305,529785200
2011-06-08,10.03189754486084,333723600
2011-06-09,10.009255409240724,275088800
2011-06-10,9.84046745300293,433955200
2011-06-13,9.861602783203123,329473200
2011-06-14,10.03794002532959,334569200
2011-06-15,9.866130828857422,399196000
2011-06-16,9.818120956420898,510591200
2011-06-17,9.670166969299316,615020000
2011-06-20,9.521005630493164,640645600
2011-06-21,9.822348594665527,493382400
2011-06-22,9.741127014160156,390583200
2011-06-23,10.0014009475708,559759200
2011-06-24,9.854053497314451,439807200
2011-06-27,10.025861740112305,339813600
2011-06-28,10.123088836669922,294299600
2011-06-29,10.086252212524414,352545200
2011-06-30,10.135469436645508,322954800
2011-07-01,10.364645957946776,435313200
2011-07-05,10.550947189331056,355054000
2011-07-06,10.621301651000977,444626000
2011-07-07,10.785561561584473,399663600
2011-07-08,10.861351013183594,489633200
2011-07-11,10.688940048217772,442674400
2011-07-12,10.681391716003418,451609200
2011-07-13,10.810324668884276,391638800
2011-07-14,10.802774429321287,430533600
2011-07-15,11.018662452697754,484467200
2011-07-18,11.286794662475586,572653200
2011-07-19,11.378886222839355,819145600
2011-07-20,11.682345390319824,941340400
2011-07-21,11.694121360778809,526534400
2011-07-22,11.875592231750488,516728800
2011-07-25,12.032602310180664,589806000
2011-07-26,12.18086051940918,476582400
2011-07-27,11.854153633117676,659324400
2011-07-28,11.830902099609377,594034000
2011-07-29,11.790444374084473,632584400
2011-08-01,11.97976303100586,612836000
2011-08-02,11.743035316467283,639539600
2011-08-03,11.853546142578123,732508000
2011-08-04,11.39459228515625,871407600
2011-08-05,11.28135871887207,1204590800
2011-08-08,10.665084838867188,1143833600
2011-08-09,11.293135643005373,1082583600
2011-08-10,10.981525421142578,878656800
2011-08-11,11.28377628326416,741969200
2011-08-12,11.383111000061035,528976000
2011-08-15,11.576966285705566,460544000
2011-08-16,11.488492012023926,498750000
2011-08-17,11.487289428710938,442061200
2011-08-18,11.052783012390137,851435200
2011-08-19,10.750232696533203,775888400
2011-08-22,10.762613296508787,535315200
2011-08-23,11.280756950378418,656835200
2011-08-24,11.35865879058838,626267600
2011-08-25,11.284378051757812,871346000
2011-08-26,11.582098960876465,641477200
2011-08-29,11.775042533874512,405269200
2011-08-30,11.775644302368164,417922400
2011-08-31,11.619845390319824,522586400
2011-09-01,11.505105018615724,343725200
2011-09-02,11.294344902038574,438939200
2011-09-06,11.466150283813477,509698000
2011-09-07,11.592670440673828,350576800
2011-09-08,11.599007606506348,416158400
2011-09-09,11.397911071777344,564813200
2011-09-12,11.47219181060791,467832400
2011-09-13,11.61350154876709,440560400
2011-09-14,11.754812240600586,534724400
2011-09-15,11.865325927734377,417818800
2011-09-16,12.092995643615724,698513200
2011-09-19,12.429059028625488,823860800
2011-09-20,12.484013557434082,775754000
2011-09-21,12.444459915161133,605976000
2011-09-22,12.132850646972656,968480800
2011-09-23,12.20773220062256,546277200
2011-09-26,12.173613548278809,812876400
2011-09-27,12.055551528930664,632497600
2011-09-28,11.987613677978516,429637600
2011-09-29,11.793161392211914,651086800
2011-09-30,11.5138578414917,547640800
2011-10-03,11.31095027923584,669099200
2011-10-04,11.247539520263672,1233677200
2011-10-05,11.421160697937012,786469600
2011-10-06,11.39459228515625,812582400
2011-10-07,11.166016578674316,535458000
2011-10-10,11.740017890930176,442514800
2011-10-11,12.08665370941162,605687600
2011-10-12,12.144022941589355,622286000
2011-10-13,12.332436561584473,426185200
2011-10-14,12.742180824279783,573367200
2011-10-17,12.681489944458008,686044800
2011-10-18,12.74942398071289,881602400
2011-10-19,12.036229133605955,1104059600
2011-10-20,11.936284065246582,549270400
2011-10-21,11.862606048583984,621244400
2011-10-24,12.252121925354004,502138000
2011-10-25,12.010562896728516,430427200
2011-10-26,12.096014022827148,456304800
2011-10-27,12.219511032104492,494664800
2011-10-28,12.227360725402832,322842800
2011-10-31,12.222225189208984,385501200
2011-11-01,11.972515106201172,531790000
2011-11-02,11.9996919631958,327350800
2011-11-03,12.170595169067385,441386400
2011-11-04,12.0851411819458,302229200
2011-11-07,12.069744110107422,270275600
2011-11-08,12.266009330749512,400442000
2011-11-09,11.935378074645996,558684000
2011-11-10,11.631620407104492,744752400
2011-11-11,11.61350154876709,653786000
2011-11-14,11.451658248901367,432905200
2011-11-15,11.740622520446776,430810800
2011-11-16,11.618030548095703,349210400
2011-11-17,11.395797729492188,479900400
2011-11-18,11.321215629577637,371938000
2011-11-21,11.142163276672363,447980400
2011-11-22,11.368622779846191,409021200
2011-11-23,11.081168174743652,428271200
2011-11-25,10.977901458740234,254760800
2011-11-28,11.356847763061523,346413200
2011-11-29,11.268678665161133,375855200
2011-11-30,11.540430068969728,405938400
2011-12-01,11.71344757080078,387181200
2011-12-02,11.766891479492188,379055600
2011-12-05,11.86683464050293,357210000
2011-12-06,11.804636001586914,283598000
2011-12-07,11.748475074768066,304746400
2011-12-08,11.79588222503662,376356400
2011-12-09,11.885252952575684,296993200
2011-12-12,11.83150577545166,301067200
2011-12-13,11.740017890930176,338928800
2011-12-14,11.479736328125,406887600
2011-12-15,11.441994667053224,256200000
2011-12-16,11.504798889160156,421478400
2011-12-19,11.54073715209961,235530400
2011-12-20,11.955610275268556,337215200
2011-12-21,11.970705032348633,262948000
2011-12-22,12.0341157913208,202358800
2011-12-23,12.17844581604004,269399200
2011-12-27,12.275067329406738,265076000
2011-12-28,12.157610893249512,228662000
2011-12-29,12.232495307922363,215978000
2011-12-30,12.228870391845703,179662000
2012-01-03,12.41698169708252,302220800
2012-01-04,12.48371124267578,260022000
2012-01-05,12.622306823730469,271269600
2012-01-06,12.75425910949707,318292800
2012-01-09,12.734028816223145,394024400
2012-01-10,12.779617309570312,258196400
2012-01-11,12.758790016174316,215084800
2012-01-12,12.723762512207031,212587200
2012-01-13,12.676054954528809,226021600
2012-01-17,12.823705673217772,242897200
2012-01-18,12.956869125366213,276791200
2012-01-19,12.915800094604492,261738400
2012-01-20,12.690851211547852,413974400
2012-01-23,12.905532836914062,306062400
2012-01-24,12.694172859191896,547638000
2012-01-25,13.48678207397461,958314000
2012-01-26,13.425488471984863,323985200
2012-01-27,13.50550365447998,299709200
2012-01-30,13.67852020263672,379341200
2012-01-31,13.783291816711426,391683600
2012-02-01,13.774541854858398,270046000
2012-02-02,13.742232322692873,186796400
2012-02-03,13.87992000579834,286599600
2012-02-06,14.009450912475586,249412800
2012-02-07,14.156201362609863,316223600
2012-02-08,14.393228530883787,407890000
2012-02-09,14.891136169433594,884214800
2012-02-10,14.898691177368164,631302000
2012-02-13,15.175874710083008,517216000
2012-02-14,15.383014678955078,460398400
2012-02-15,15.02701187133789,1506120000
2012-02-16,15.16409969329834,944552000
2012-02-17,15.161382675170898,535805200
2012-02-21,15.545767784118652,605595200
2012-02-22,15.491107940673828,483302400
2012-02-23,15.59225845336914,568027600
2012-02-24,15.774036407470703,415072000
2012-02-27,15.875186920166016,547582000
2012-02-28,16.166561126708984,600387200
2012-02-29,16.378835678100586,952011200
2012-03-01,16.440128326416016,683270000
2012-03-02,16.461565017700195,431712400
2012-03-05,16.09862518310547,809124400
2012-03-06,16.011072158813477,810238800
2012-03-07,16.024045944213867,798520800
2012-03-08,16.365259170532227,516457200
2012-03-09,16.461271286010742,418919200
2012-03-12,16.667499542236328,407282400
2012-03-13,17.15363311767578,690855200
2012-03-14,17.80221939086914,1418844000
2012-03-15,17.680831909179688,1159718000
2012-03-16,17.68113899230957,825487600
2012-03-19,18.15005111694336,901236000
2012-03-20,18.29680061340332,816662000
2012-03-21,18.19233512878418,644042000
2012-03-22,18.096908569335938,623870800
2012-03-23,17.99757194519043,430488800
2012-03-26,18.32760429382324,595742000
2012-03-27,18.554065704345703,607129600
2012-03-28,18.64887237548828,655460400
2012-03-29,18.4145622253418,608238400
2012-03-30,18.10326385498047,731038000
2012-04-02,18.679367065429688,598351600
2012-04-03,19.00215530395508,834559600
2012-04-04,18.85088348388672,572980800
2012-04-05,19.13381004333496,641298000
2012-04-09,19.21080017089844,597536800
2012-04-10,18.9755859375,889725200
2012-04-11,18.90794563293457,696614800
2012-04-12,18.80436897277832,614336800
2012-04-13,18.274763107299805,859644800
2012-04-16,17.516876220703125,1050786800
2012-04-17,18.40972900390625,1025528000
2012-04-18,18.36867332458496,954531200
2012-04-19,17.73759651184082,834719200
2012-04-20,17.300983428955078,1030985200
2012-04-23,17.2623291015625,966529200
2012-04-24,16.91751480102539,1076149200
2012-04-25,18.41878890991211,905777600
2012-04-26,18.349348068237305,536068400
2012-04-27,18.207427978515625,406722400
2012-04-30,17.633127212524414,506144800
2012-05-01,17.5772647857666,610999200
2012-05-02,17.693511962890625,427389200
2012-05-03,17.567903518676758,390549600
2012-05-04,17.067577362060547,529992400
2012-05-07,17.195302963256836,460118400
2012-05-08,17.156049728393555,497252000
2012-05-09,17.186243057250977,480704000
2012-05-10,17.226699829101562,333200000
2012-05-11,17.111663818359375,399546000
2012-05-14,16.85529899597168,352626400
2012-05-15,16.70282554626465,476336000
2012-05-16,16.48874282836914,560896000
2012-05-17,16.006834030151367,717220000
2012-05-18,16.01468849182129,732292400
2012-05-21,16.947694778442383,631106000
2012-05-22,16.81756591796875,694870400
2012-05-23,17.227916717529297,584897600
2012-05-24,17.0696964263916,496230000
2012-05-25,16.97819709777832,328507200
2012-05-29,17.2795467376709,380508800
2012-05-30,17.487884521484375,529429600
2012-05-31,17.444408416748047,491674400
2012-06-01,16.938941955566406,520987600
2012-06-04,17.03858757019043,556995600
2012-06-05,16.9945068359375,388214400
2012-06-06,17.25508689880371,401455600
2012-06-07,17.262935638427734,379766800
2012-06-08,17.52260971069336,347516400
2012-06-11,17.246334075927734,591264800
2012-06-12,17.39699935913086,435380400
2012-06-13,17.276226043701172,293580000
2012-06-14,17.257204055786133,345573200
2012-06-15,17.33570671081543,335255200
2012-06-18,17.687477111816406,440412000
2012-06-19,17.7366943359375,361404400
2012-06-20,17.68626594543457,358943200
2012-06-21,17.442598342895508,326351200
2012-06-22,17.57636070251465,284471600
2012-06-25,17.2342529296875,304382400
2012-06-26,17.272294998168945,276536400
2012-06-27,17.346879959106445,202997200
2012-06-28,17.182315826416016,282836400
2012-06-29,17.633724212646484,421500800
2012-07-02,17.89098358154297,400092000
2012-07-03,18.099029541015625,241712800
2012-07-05,18.416976928710938,484383200
2012-07-06,18.29438781738281,418930400
2012-07-09,18.536251068115234,379405600
2012-07-10,18.36474227905273,511957600
2012-07-11,18.250608444213867,469322000
2012-07-12,18.08363151550293,428041600
2012-07-13,18.26691436767578,311427200
2012-07-16,18.32548713684082,301260400
2012-07-17,18.326391220092773,293624800
2012-07-18,18.305858612060547,252700000
2012-07-19,18.54923439025879,436861600
2012-07-20,18.24668502807617,397471200
2012-07-23,18.23248672485352,487975600
2012-07-24,18.14461708068848,565132400
2012-07-25,17.361072540283203,877312800
2012-07-26,17.358346939086914,406632800
2012-07-27,17.668760299682617,403936400
2012-07-30,17.966777801513672,379142400
2012-07-31,18.441740036010746,462327600
2012-08-01,18.32246971130371,384501600
2012-08-02,18.35206413269043,332158400
2012-08-03,18.59090232849121,344920800
2012-08-06,18.797731399536133,302103200
2012-08-07,18.74821662902832,290446800
2012-08-08,18.71651268005371,244706000
2012-08-09,18.82324981689453,221642400
2012-08-10,18.8526611328125,194938800
2012-08-13,19.104352951049805,278832400
2012-08-14,19.15561294555664,340169200
2012-08-15,19.12952995300293,257342400
2012-08-16,19.296615600585938,254534000
2012-08-17,19.65353202819824,442761200
2012-08-20,20.170265197753903,613384800
2012-08-21,19.894615173339844,812719600
2012-08-22,20.283071517944336,565322800
2012-08-23,20.09384536743164,420128800
2012-08-24,20.11173820495605,437340400
2012-08-27,20.489582061767575,427008400
2012-08-28,20.4628963470459,267416800
2012-08-29,20.422563552856445,202806800
2012-08-30,20.13144302368164,302699600
2012-08-31,20.172992706298828,338321200
2012-09-04,20.46805000305176,367892000
2012-09-05,20.32431030273437,336375200
2012-09-06,20.507471084594727,391196400
2012-09-07,20.633922576904297,329666400
2012-09-10,20.09718132019043,487998000
2012-09-11,20.0319766998291,503983200
2012-09-12,20.31096649169922,712233200
2012-09-13,20.710941314697266,598360000
2012-09-14,20.96263694763184,600474000
2012-09-17,21.220401763916016,398031200
2012-09-18,21.284984588623047,373503200
2012-09-19,21.29075050354004,326874800
2012-09-20,21.187646865844727,336568400
2012-09-21,21.229793548583984,571589200
2012-09-24,20.947776794433597,639766400
2012-09-25,20.424684524536133,518789600
2012-09-26,20.171178817749023,576503200
2012-09-27,20.660614013671875,594090000
2012-09-28,20.22939682006836,535110800
2012-10-01,19.995594024658203,543594800
2012-10-02,20.053821563720703,627992400
2012-10-03,20.361305236816406,424281200
2012-10-04,20.22030258178711,370725600
2012-10-05,19.789382934570312,594006000
2012-10-08,19.35211563110352,637994000
2012-10-09,19.281761169433597,838597200
2012-10-10,19.435199737548828,510356000
2012-10-11,19.04674530029297,546081200
2012-10-12,19.09556770324707,460014800
2012-10-15,19.248706817626957,432502000
2012-10-16,19.70448112487793,549771600
2012-10-17,19.547393798828125,389037600
2012-10-18,19.184419631958008,476624400
2012-10-19,18.493019104003903,744086000
2012-10-22,19.226572036743164,546730800
2012-10-23,18.599756240844727,707145600
2012-10-24,18.704984664916992,558527200
2012-10-25,18.483922958374023,656325600
2012-10-26,18.315921783447266,1018432800
2012-10-31,18.05271339416504,510003200
2012-11-01,18.089704513549805,361298000
2012-11-02,17.491104125976562,599373600
2012-11-05,17.728235244750977,529135600
2012-11-06,17.674562454223633,374917200
2012-11-07,16.998287200927734,793648800
2012-11-08,16.38141632080078,1056146000
2012-11-09,16.665023803710938,929913600
2012-11-12,16.536169052124023,515802000
2012-11-13,16.53829574584961,532949200
2012-11-14,16.35491371154785,477170400
2012-11-15,16.011905670166016,789910800
2012-11-16,16.074661254882812,1266893600
2012-11-19,17.2337703704834,823317600
2012-11-20,17.086936950683594,642754000
2012-11-21,17.111000061035156,373002000
2012-11-23,17.409536361694336,272826400
2012-11-26,17.95879364013672,630579600
2012-11-27,17.814088821411133,533330000
2012-11-28,17.758033752441406,520864400
